fname,time_sec,dominant_color
s01e09_gardening_14.jpg,65,#82b2e9
s01e09_gardening_15.jpg,70,#84bbf3
s01e09_gardening_16.jpg,75,#83b8ed
s01e09_gardening_17.jpg,80,#83b8ed
s01e09_gardening_18.jpg,85,#83b8ee
s01e09_gardening_19.jpg,90,#83b8ef
s01e09_gardening_20.jpg,95,#83b9f0
s01e09_gardening_21.jpg,100,#84bbf3
s01e09_gardening_22.jpg,105,#85b0b2
s01e09_gardening_23.jpg,110,#84bbf3
s01e09_gardening_24.jpg,115,#81afe7
s01e09_gardening_25.jpg,120,#84baf2
s01e09_gardening_26.jpg,125,#83b9f0
s01e09_gardening_27.jpg,130,#83b3eb
s01e09_gardening_28.jpg,135,#83b9ee
s01e09_gardening_29.jpg,140,#81b2e9
s01e09_gardening_30.jpg,145,#81afe6
s01e09_gardening_31.jpg,150,#81afe6
s01e09_gardening_32.jpg,155,#81aee6
s01e09_gardening_33.jpg,160,#84bbf3
s01e09_gardening_34.jpg,165,#84bbf3
s01e09_gardening_35.jpg,170,#81b3e6
s01e09_gardening_36.jpg,175,#81b0e8
s01e09_gardening_37.jpg,180,#81b1e9
s01e09_gardening_38.jpg,185,#85baef
s01e09_gardening_39.jpg,190,#81b0e7
s01e09_gardening_40.jpg,195,#ab834c
s01e09_gardening_41.jpg,200,#84bbf3
s01e09_gardening_42.jpg,205,#82b0e9
s01e09_gardening_43.jpg,210,#81afe8
s01e09_gardening_44.jpg,215,#81b0e8
s01e09_gardening_45.jpg,220,#c1b6df
s01e09_gardening_46.jpg,225,#83b8f0
s01e09_gardening_47.jpg,230,#82b8f0
s01e09_gardening_48.jpg,235,#83b9f1
s01e09_gardening_49.jpg,240,#83b9f0
s01e09_gardening_50.jpg,245,#81afe7
s01e09_gardening_51.jpg,250,#81b0e8
s01e09_gardening_52.jpg,255,#81afe7
s01e09_gardening_53.jpg,260,#81aee6
s01e09_gardening_54.jpg,265,#9d9e9f
s01e09_gardening_55.jpg,270,#7faeda
s01e09_gardening_56.jpg,275,#83b3e6
s01e09_gardening_57.jpg,280,#99b4e9
s01e09_gardening_58.jpg,285,#6494d4
s01e09_gardening_59.jpg,290,#6494d4
s01e09_gardening_60.jpg,295,#6594d3
s01e09_gardening_61.jpg,300,#6595d9
s01e09_gardening_62.jpg,305,#040404
s01e10_bicycles_1.jpg,0,#84b4f2
s01e10_bicycles_2.jpg,5,#84b3f0
s01e10_bicycles_3.jpg,10,#81b0ef
s01e10_bicycles_4.jpg,15,#84b4f1
s01e10_bicycles_5.jpg,20,#85b4f1
s01e10_bicycles_6.jpg,25,#83b4f1
s01e10_bicycles_7.jpg,30,#81b3e4
s01e10_bicycles_8.jpg,35,#81b3e7
s01e10_bicycles_9.jpg,40,#81b3e7
s01e10_bicycles_10.jpg,45,#84b4ef
s01e10_bicycles_11.jpg,50,#84b4f0
s01e10_bicycles_12.jpg,55,#84b4f0
s01e10_bicycles_13.jpg,60,#83b3f2
s01e10_bicycles_14.jpg,65,#84b3f1
s01e10_bicycles_15.jpg,70,#84b3f0
s01e10_bicycles_16.jpg,75,#84baef
s01e10_bicycles_17.jpg,80,#81b3e7
s01e10_bicycles_18.jpg,85,#83b3ec
s01e10_bicycles_19.jpg,90,#84b4ee
s01e10_bicycles_20.jpg,95,#83b3f0
s01e10_bicycles_21.jpg,100,#83b3ed
s01e10_bicycles_22.jpg,105,#84b3f0
s01e10_bicycles_23.jpg,110,#81b7ec
s01e10_bicycles_24.jpg,115,#84b3ef
s01e10_bicycles_25.jpg,120,#83b3f1
s01e10_bicycles_26.jpg,125,#83b6e6
s01e10_bicycles_27.jpg,130,#84b3f2
s01e10_bicycles_28.jpg,135,#84b3f2
s01e10_bicycles_29.jpg,140,#84b3f2
s01e10_bicycles_30.jpg,145,#80b3e7
s01e10_bicycles_31.jpg,150,#84b3f2
s01e10_bicycles_32.jpg,155,#84b3f1
s01e10_bicycles_33.jpg,160,#84b3f1
s01e10_bicycles_34.jpg,165,#82b3ea
s01e10_bicycles_35.jpg,170,#84b3f3
s01e10_bicycles_36.jpg,175,#80b3e4
s01e10_bicycles_37.jpg,180,#84b3ec
s01e10_bicycles_38.jpg,185,#80b4e7
s01e10_bicycles_39.jpg,190,#84b4f0
s01e10_bicycles_40.jpg,195,#84b3f1
s01e10_bicycles_41.jpg,200,#81b2ea
s01e10_bicycles_42.jpg,205,#84b3f1
s01e10_bicycles_43.jpg,210,#83b8f0
s01e10_bicycles_44.jpg,215,#84b4f1
s01e10_bicycles_45.jpg,220,#84b3f1
s01e10_bicycles_46.jpg,225,#84b4ef
s01e10_bicycles_47.jpg,230,#84b6f0
s01e10_bicycles_48.jpg,235,#80b3e8
s01e10_bicycles_49.jpg,240,#84b3eb
s01e10_bicycles_50.jpg,245,#84b4eb
s01e10_bicycles_51.jpg,250,#82b3eb
s01e10_bicycles_52.jpg,255,#83b3eb
s01e10_bicycles_53.jpg,260,#7fb2e2
s01e10_bicycles_54.jpg,265,#e9910c
s01e10_bicycles_55.jpg,270,#84b3f3
s01e10_bicycles_56.jpg,275,#84b3f2
s01e10_bicycles_57.jpg,280,#84b3ed
s01e10_bicycles_58.jpg,285,#6394d3
s01e10_bicycles_59.jpg,290,#6294d3
s01e10_bicycles_60.jpg,295,#6394d3
s01e10_bicycles_61.jpg,300,#6494d4
s01e10_bicycles_62.jpg,305,#040404
s01e11_the_new_car_1.jpg,0,#84b4f2
s01e11_the_new_car_2.jpg,5,#84b3f0
s01e11_the_new_car_3.jpg,10,#81b0ef
s01e11_the_new_car_4.jpg,15,#84b4f2
s01e11_the_new_car_5.jpg,20,#84b4f1
s01e11_the_new_car_6.jpg,25,#83b5de
s01e11_the_new_car_7.jpg,30,#81b2db
s01e11_the_new_car_8.jpg,35,#84b3f0
s01e11_the_new_car_9.jpg,40,#84b8ef
s01e11_the_new_car_10.jpg,45,#73c266
s01e11_the_new_car_11.jpg,50,#bd6e63
s01e11_the_new_car_12.jpg,55,#eca2c6
s01e11_the_new_car_13.jpg,60,#74bc73
s01e11_the_new_car_14.jpg,65,#74b775
s01e11_the_new_car_15.jpg,70,#a49565
s01e11_the_new_car_16.jpg,75,#a59561
s01e11_the_new_car_17.jpg,80,#74b874
s01e11_the_new_car_18.jpg,85,#c6cbc7
s01e11_the_new_car_19.jpg,90,#85a7df
s01e11_the_new_car_20.jpg,95,#7a9cc1
s01e11_the_new_car_21.jpg,100,#7a9cc0
s01e11_the_new_car_22.jpg,105,#b4ade2
s01e11_the_new_car_23.jpg,110,#80a7d2
s01e11_the_new_car_24.jpg,115,#7ba0c9
s01e11_the_new_car_25.jpg,120,#7a91b6
s01e11_the_new_car_26.jpg,125,#7da3d0
s01e11_the_new_car_27.jpg,130,#83b1ef
s01e11_the_new_car_28.jpg,135,#7ea4d6
s01e11_the_new_car_29.jpg,140,#72b572
s01e11_the_new_car_30.jpg,145,#6ca3a0
s01e11_the_new_car_31.jpg,150,#77b582
s01e11_the_new_car_32.jpg,155,#c4abd0
s01e11_the_new_car_33.jpg,160,#6bad73
s01e11_the_new_car_34.jpg,165,#76ba9f
s01e11_the_new_car_35.jpg,170,#74bf6c
s01e11_the_new_car_36.jpg,175,#eda6b2
s01e11_the_new_car_37.jpg,180,#77c166
s01e11_the_new_car_38.jpg,185,#69a19a
s01e11_the_new_car_39.jpg,190,#6ba494
s01e11_the_new_car_40.jpg,195,#6da491
s01e11_the_new_car_41.jpg,200,#6ead98
s01e11_the_new_car_42.jpg,205,#f2a7ce
s01e11_the_new_car_43.jpg,210,#72b49d
s01e11_the_new_car_44.jpg,215,#6aa97c
s01e11_the_new_car_45.jpg,220,#6da880
s01e11_the_new_car_46.jpg,225,#4759a2
s01e11_the_new_car_47.jpg,230,#78b0ab
s01e11_the_new_car_48.jpg,235,#a5ba81
s01e11_the_new_car_49.jpg,240,#4859a1
s01e11_the_new_car_50.jpg,245,#7ab1ae
s01e11_the_new_car_51.jpg,250,#83a9e1
s01e11_the_new_car_52.jpg,255,#80b2e5
s01e11_the_new_car_53.jpg,260,#7b9fcc
s01e11_the_new_car_54.jpg,265,#72b773
s01e11_the_new_car_55.jpg,270,#a59268
s01e11_the_new_car_56.jpg,275,#7dac81
s01e11_the_new_car_57.jpg,280,#78ada4
s01e11_the_new_car_58.jpg,285,#6394d3
s01e11_the_new_car_59.jpg,290,#6294d3
s01e11_the_new_car_60.jpg,295,#6494d3
s01e11_the_new_car_61.jpg,300,#6494d3
s01e11_the_new_car_62.jpg,305,#040404
s01e12_snow_1.jpg,0,#84b4f2
s01e12_snow_2.jpg,5,#84b3f0
s01e12_snow_3.jpg,10,#81b0ef
s01e12_snow_4.jpg,15,#6d91d0
s01e12_snow_5.jpg,20,#e5eec7
s01e12_snow_6.jpg,25,#e5de83
s01e12_snow_7.jpg,30,#e4d189
s01e12_snow_8.jpg,35,#e2d286
s01e12_snow_9.jpg,40,#e1d387
s01e12_snow_10.jpg,45,#e5d367
s01e12_snow_11.jpg,50,#e5cf5c
s01e12_snow_12.jpg,55,#e9d566
s01e12_snow_13.jpg,60,#6d8ecd
s01e12_snow_14.jpg,65,#e3dfec
s01e12_snow_15.jpg,70,#6b8ece
s01e12_snow_16.jpg,75,#6d92d2
s01e12_snow_17.jpg,80,#6d90d0
s01e12_snow_18.jpg,85,#6d90cf
s01e12_snow_19.jpg,90,#6d8fcf
s01e12_snow_20.jpg,95,#6c8ece
s01e12_snow_21.jpg,100,#6c8dcd
s01e12_snow_22.jpg,105,#6c8ed0
s01e12_snow_23.jpg,110,#6d91d1
s01e12_snow_24.jpg,115,#6c8fcf
s01e12_snow_25.jpg,120,#6d8ecd
s01e12_snow_26.jpg,125,#6c8ece
s01e12_snow_27.jpg,130,#6d8fcf
s01e12_snow_28.jpg,135,#6d90cf
s01e12_snow_29.jpg,140,#6d91d1
s01e12_snow_30.jpg,145,#6d91d1
s01e12_snow_31.jpg,150,#6d92d2
s01e12_snow_32.jpg,155,#6d92d1
s01e12_snow_33.jpg,160,#6d8ece
s01e12_snow_34.jpg,165,#6d91d0
s01e12_snow_35.jpg,170,#6d8ecd
s01e12_snow_36.jpg,175,#6d90cf
s01e12_snow_37.jpg,180,#6d90d0
s01e12_snow_38.jpg,185,#6c90d1
s01e12_snow_39.jpg,190,#6d8fce
s01e12_snow_40.jpg,195,#6b91d0
s01e12_snow_41.jpg,200,#6e90cf
s01e12_snow_42.jpg,205,#6d8fce
s01e12_snow_43.jpg,210,#6c90cf
s01e12_snow_44.jpg,215,#6e8dcc
s01e12_snow_45.jpg,220,#6d90ce
s01e12_snow_46.jpg,225,#6d90cf
s01e12_snow_47.jpg,230,#6e91cf
s01e12_snow_48.jpg,235,#e5bfc4
s01e12_snow_49.jpg,240,#6c8dcf
s01e12_snow_50.jpg,245,#6d8ecd
s01e12_snow_51.jpg,250,#6d92d0
s01e12_snow_52.jpg,255,#e8b7c4
s01e12_snow_53.jpg,260,#6d90ce
s01e12_snow_54.jpg,265,#6e8ecc
s01e12_snow_55.jpg,270,#6e92d0
s01e12_snow_56.jpg,275,#6d91d0
s01e12_snow_57.jpg,280,#6d8fcc
s01e12_snow_58.jpg,285,#6394d3
s01e12_snow_59.jpg,290,#6394d3
s01e12_snow_60.jpg,295,#6494d3
s01e12_snow_61.jpg,300,#6394d3
s01e12_snow_62.jpg,305,#040404
s01e13_flying_a_kite_1.jpg,0,#84bbf2
s01e13_flying_a_kite_2.jpg,5,#84baf2
s01e13_flying_a_kite_3.jpg,10,#7cb3ec
s01e13_flying_a_kite_4.jpg,15,#84cd77
s01e13_flying_a_kite_5.jpg,20,#88cd78
s01e13_flying_a_kite_6.jpg,25,#86b25c
s01e13_flying_a_kite_7.jpg,30,#84baef
s01e13_flying_a_kite_8.jpg,35,#84bbf1
s01e13_flying_a_kite_9.jpg,40,#84bbf1
s01e13_flying_a_kite_10.jpg,45,#84bbf2
s01e13_flying_a_kite_11.jpg,50,#84bbf1
s01e13_flying_a_kite_12.jpg,55,#84bbf2
s01e13_flying_a_kite_13.jpg,60,#84bbf2
s01e13_flying_a_kite_14.jpg,65,#84bbf2
s01e13_flying_a_kite_15.jpg,70,#84bbf1
s01e13_flying_a_kite_16.jpg,75,#82baeb
s01e13_flying_a_kite_17.jpg,80,#84bbf3
s01e13_flying_a_kite_18.jpg,85,#a0883f
s01e13_flying_a_kite_19.jpg,90,#84bbf1
s01e13_flying_a_kite_20.jpg,95,#84bbf1
s01e13_flying_a_kite_21.jpg,100,#84bbf2
s01e13_flying_a_kite_22.jpg,105,#83baef
s01e13_flying_a_kite_23.jpg,110,#83baef
s01e13_flying_a_kite_24.jpg,115,#84baf1
s01e13_flying_a_kite_25.jpg,120,#84bbf3
s01e13_flying_a_kite_26.jpg,125,#84baee
s01e13_flying_a_kite_27.jpg,130,#81b9e8
s01e13_flying_a_kite_28.jpg,135,#84bbf4
s01e13_flying_a_kite_29.jpg,140,#85bbf2
s01e13_flying_a_kite_30.jpg,145,#85baf2
s01e13_flying_a_kite_31.jpg,150,#80b9e5
s01e13_flying_a_kite_32.jpg,155,#83b9eb
s01e13_flying_a_kite_33.jpg,160,#84b9f0
s01e13_flying_a_kite_34.jpg,165,#84baf0
s01e13_flying_a_kite_35.jpg,170,#84baef
s01e13_flying_a_kite_36.jpg,175,#84bbf1
s01e13_flying_a_kite_37.jpg,180,#85bbf3
s01e13_flying_a_kite_38.jpg,185,#82b9eb
s01e13_flying_a_kite_39.jpg,190,#81b8e8
s01e13_flying_a_kite_40.jpg,195,#84baf2
s01e13_flying_a_kite_41.jpg,200,#84baee
s01e13_flying_a_kite_42.jpg,205,#84bbf3
s01e13_flying_a_kite_43.jpg,210,#81b9e8
s01e13_flying_a_kite_44.jpg,215,#81b9e9
s01e13_flying_a_kite_45.jpg,220,#87a45b
s01e13_flying_a_kite_46.jpg,225,#83b9ed
s01e13_flying_a_kite_47.jpg,230,#81b9e7
s01e13_flying_a_kite_48.jpg,235,#82b9e7
s01e13_flying_a_kite_49.jpg,240,#7fbbc4
s01e13_flying_a_kite_50.jpg,245,#84baf0
s01e13_flying_a_kite_51.jpg,250,#84bbf3
s01e13_flying_a_kite_52.jpg,255,#82baec
s01e13_flying_a_kite_53.jpg,260,#83b9ea
s01e13_flying_a_kite_54.jpg,265,#83b9e9
s01e13_flying_a_kite_55.jpg,270,#84b9ed
s01e13_flying_a_kite_56.jpg,275,#85baef
s01e13_flying_a_kite_57.jpg,280,#85baef
s01e13_flying_a_kite_58.jpg,285,#6494d4
s01e13_flying_a_kite_59.jpg,290,#6494d4
s01e13_flying_a_kite_60.jpg,295,#6494d3
s01e13_flying_a_kite_61.jpg,300,#6594da
s01e14_my_cousin_chloe_1.jpg,0,#79afe9
s01e14_my_cousin_chloe_2.jpg,5,#84bbf2
s01e14_my_cousin_chloe_3.jpg,10,#81b9e6
s01e14_my_cousin_chloe_4.jpg,15,#84bcf2
s01e14_my_cousin_chloe_5.jpg,20,#80bdb4
s01e14_my_cousin_chloe_6.jpg,25,#84bbf2
s01e14_my_cousin_chloe_7.jpg,30,#84bbf2
s01e14_my_cousin_chloe_8.jpg,35,#84bbf2
s01e14_my_cousin_chloe_9.jpg,40,#81b9e7
s01e14_my_cousin_chloe_10.jpg,45,#83b9f1
s01e14_my_cousin_chloe_11.jpg,50,#83b9f1
s01e14_my_cousin_chloe_12.jpg,55,#81b9e5
s01e14_my_cousin_chloe_13.jpg,60,#80bdbe
s01e14_my_cousin_chloe_14.jpg,65,#82b9e9
s01e14_my_cousin_chloe_15.jpg,70,#82b9e9
s01e14_my_cousin_chloe_16.jpg,75,#84baf2
s01e14_my_cousin_chloe_17.jpg,80,#84baf1
s01e14_my_cousin_chloe_18.jpg,85,#84baf2
s01e14_my_cousin_chloe_19.jpg,90,#84bbf3
s01e14_my_cousin_chloe_20.jpg,95,#84baf2
s01e14_my_cousin_chloe_21.jpg,100,#84bbf3
s01e14_my_cousin_chloe_22.jpg,105,#84bbf3
s01e14_my_cousin_chloe_23.jpg,110,#84bbf2
s01e14_my_cousin_chloe_24.jpg,115,#84baf0
s01e14_my_cousin_chloe_25.jpg,120,#84baf2
s01e14_my_cousin_chloe_26.jpg,125,#84baef
s01e14_my_cousin_chloe_27.jpg,130,#84bbf2
s01e14_my_cousin_chloe_28.jpg,135,#84baf1
s01e14_my_cousin_chloe_29.jpg,140,#84baf1
s01e14_my_cousin_chloe_30.jpg,145,#84baf1
s01e14_my_cousin_chloe_31.jpg,150,#84baf2
s01e14_my_cousin_chloe_32.jpg,155,#84bbf1
s01e14_my_cousin_chloe_33.jpg,160,#84bbf2
s01e14_my_cousin_chloe_34.jpg,165,#84baf1
s01e14_my_cousin_chloe_35.jpg,170,#85bbf1
s01e14_my_cousin_chloe_36.jpg,175,#85bbf0
s01e14_my_cousin_chloe_37.jpg,180,#85bbf1
s01e14_my_cousin_chloe_38.jpg,185,#84baf1
s01e14_my_cousin_chloe_39.jpg,190,#84baf1
s01e14_my_cousin_chloe_40.jpg,195,#83baf1
s01e14_my_cousin_chloe_41.jpg,200,#90bf68
s01e14_my_cousin_chloe_42.jpg,205,#84baf1
s01e14_my_cousin_chloe_43.jpg,210,#84baef
s01e14_my_cousin_chloe_44.jpg,215,#84baef
s01e14_my_cousin_chloe_45.jpg,220,#84baf1
s01e14_my_cousin_chloe_46.jpg,225,#84baf1
s01e14_my_cousin_chloe_47.jpg,230,#84baf1
s01e14_my_cousin_chloe_48.jpg,235,#85bbf2
s01e14_my_cousin_chloe_49.jpg,240,#84baf2
s01e14_my_cousin_chloe_50.jpg,245,#84bbf3
s01e14_my_cousin_chloe_51.jpg,250,#81baeb
s01e14_my_cousin_chloe_52.jpg,255,#82b9e8
s01e14_my_cousin_chloe_53.jpg,260,#84bbf3
s01e14_my_cousin_chloe_54.jpg,265,#84bbf3
s01e14_my_cousin_chloe_55.jpg,270,#84bbf3
s01e14_my_cousin_chloe_56.jpg,275,#7b7454
s01e14_my_cousin_chloe_57.jpg,280,#7ebacc
s01e14_my_cousin_chloe_58.jpg,285,#6595d4
s01e14_my_cousin_chloe_59.jpg,290,#6494d4
s01e14_my_cousin_chloe_60.jpg,295,#6494d4
s01e14_my_cousin_chloe_61.jpg,300,#6594da
s01e14_my_cousin_chloe_62.jpg,305,#6594da
s01e15_daddy_loses_his_glasses_1.jpg,0,#79afe9
s01e15_daddy_loses_his_glasses_2.jpg,5,#84bbf2
s01e15_daddy_loses_his_glasses_3.jpg,10,#81b9e6
s01e15_daddy_loses_his_glasses_4.jpg,15,#84bcf2
s01e15_daddy_loses_his_glasses_5.jpg,20,#ecf0a9
s01e15_daddy_loses_his_glasses_6.jpg,25,#b9d975
s01e15_daddy_loses_his_glasses_7.jpg,30,#b7d676
s01e15_daddy_loses_his_glasses_8.jpg,35,#acbe79
s01e15_daddy_loses_his_glasses_9.jpg,40,#9bd166
s01e15_daddy_loses_his_glasses_10.jpg,45,#b1d47b
s01e15_daddy_loses_his_glasses_11.jpg,50,#727271
s01e15_daddy_loses_his_glasses_12.jpg,55,#727777
s01e15_daddy_loses_his_glasses_13.jpg,60,#9bd166
s01e15_daddy_loses_his_glasses_14.jpg,65,#727272
s01e15_daddy_loses_his_glasses_15.jpg,70,#84bbf1
s01e15_daddy_loses_his_glasses_16.jpg,75,#84baf1
s01e15_daddy_loses_his_glasses_17.jpg,80,#85baf1
s01e15_daddy_loses_his_glasses_18.jpg,85,#83b8ed
s01e15_daddy_loses_his_glasses_19.jpg,90,#84baf1
s01e15_daddy_loses_his_glasses_20.jpg,95,#a1cb7b
s01e15_daddy_loses_his_glasses_21.jpg,100,#9cc483
s01e15_daddy_loses_his_glasses_22.jpg,105,#95c87d
s01e15_daddy_loses_his_glasses_23.jpg,110,#b0c976
s01e15_daddy_loses_his_glasses_24.jpg,115,#97cb7d
s01e15_daddy_loses_his_glasses_25.jpg,120,#b559ed
s01e15_daddy_loses_his_glasses_26.jpg,125,#ba5cf2
s01e15_daddy_loses_his_glasses_27.jpg,130,#adc875
s01e15_daddy_loses_his_glasses_28.jpg,135,#c6d77b
s01e15_daddy_loses_his_glasses_29.jpg,140,#c8d879
s01e15_daddy_loses_his_glasses_30.jpg,145,#b0d576
s01e15_daddy_loses_his_glasses_31.jpg,150,#b7d571
s01e15_daddy_loses_his_glasses_32.jpg,155,#c2dd74
s01e15_daddy_loses_his_glasses_33.jpg,160,#dd80a1
s01e15_daddy_loses_his_glasses_34.jpg,165,#eabc75
s01e15_daddy_loses_his_glasses_35.jpg,170,#e28080
s01e15_daddy_loses_his_glasses_36.jpg,175,#e28088
s01e15_daddy_loses_his_glasses_37.jpg,180,#eabb7b
s01e15_daddy_loses_his_glasses_38.jpg,185,#ca7ed1
s01e15_daddy_loses_his_glasses_39.jpg,190,#e38ab4
s01e15_daddy_loses_his_glasses_40.jpg,195,#e8bd58
s01e15_daddy_loses_his_glasses_41.jpg,200,#80d4d9
s01e15_daddy_loses_his_glasses_42.jpg,205,#e8eca5
s01e15_daddy_loses_his_glasses_43.jpg,210,#7dd0d8
s01e15_daddy_loses_his_glasses_44.jpg,215,#7dcfd9
s01e15_daddy_loses_his_glasses_45.jpg,220,#eed972
s01e15_daddy_loses_his_glasses_46.jpg,225,#b4cc73
s01e15_daddy_loses_his_glasses_47.jpg,230,#b053f5
s01e15_daddy_loses_his_glasses_48.jpg,235,#acd174
s01e15_daddy_loses_his_glasses_49.jpg,240,#9dce65
s01e15_daddy_loses_his_glasses_50.jpg,245,#b7d16a
s01e15_daddy_loses_his_glasses_51.jpg,250,#c4b5a6
s01e15_daddy_loses_his_glasses_52.jpg,255,#bc7ed4
s01e15_daddy_loses_his_glasses_53.jpg,260,#bd61f0
s01e15_daddy_loses_his_glasses_54.jpg,265,#94ca75
s01e15_daddy_loses_his_glasses_55.jpg,270,#b7ce77
s01e15_daddy_loses_his_glasses_56.jpg,275,#95cc73
s01e15_daddy_loses_his_glasses_57.jpg,280,#b6d873
s01e15_daddy_loses_his_glasses_58.jpg,285,#6595d4
s01e15_daddy_loses_his_glasses_59.jpg,290,#6494d4
s01e15_daddy_loses_his_glasses_60.jpg,295,#6494d4
s01e15_daddy_loses_his_glasses_61.jpg,300,#6594da
s01e15_daddy_loses_his_glasses_62.jpg,305,#6594da
s01e16_hiccups_1.jpg,0,#79afe9
s01e16_hiccups_2.jpg,5,#84bbf2
s01e16_hiccups_3.jpg,10,#81b9e6
s01e16_hiccups_4.jpg,15,#84bcf3
s01e16_hiccups_5.jpg,20,#c8decb
s01e16_hiccups_6.jpg,25,#dccfc5
s01e16_hiccups_7.jpg,30,#bac4c5
s01e16_hiccups_8.jpg,35,#bac4c5
s01e16_hiccups_9.jpg,40,#e9c5bb
s01e16_hiccups_10.jpg,45,#75d3c5
s01e16_hiccups_11.jpg,50,#7acac6
s01e16_hiccups_12.jpg,55,#86c2c8
s01e16_hiccups_13.jpg,60,#87c3ca
s01e16_hiccups_14.jpg,65,#bac1c8
s01e16_hiccups_15.jpg,70,#dbd1c7
s01e16_hiccups_16.jpg,75,#81c0c8
s01e16_hiccups_17.jpg,80,#e1cdbd
s01e16_hiccups_18.jpg,85,#e1cdbd
s01e16_hiccups_19.jpg,90,#76c26b
s01e16_hiccups_20.jpg,95,#84bbf1
s01e16_hiccups_21.jpg,100,#84bbf1
s01e16_hiccups_22.jpg,105,#84bbf1
s01e16_hiccups_23.jpg,110,#84bbf1
s01e16_hiccups_24.jpg,115,#84bbf1
s01e16_hiccups_25.jpg,120,#84bbf1
s01e16_hiccups_26.jpg,125,#82b8ee
s01e16_hiccups_27.jpg,130,#82b8ee
s01e16_hiccups_28.jpg,135,#82b8ec
s01e16_hiccups_29.jpg,140,#82b8ec
s01e16_hiccups_30.jpg,145,#82b8ec
s01e16_hiccups_31.jpg,150,#73c16c
s01e16_hiccups_32.jpg,155,#83baee
s01e16_hiccups_33.jpg,160,#83baee
s01e16_hiccups_34.jpg,165,#83b9ee
s01e16_hiccups_35.jpg,170,#7cbfaf
s01e16_hiccups_36.jpg,175,#7cbfaf
s01e16_hiccups_37.jpg,180,#7cbfaf
s01e16_hiccups_38.jpg,185,#73c26c
s01e16_hiccups_39.jpg,190,#73c26c
s01e16_hiccups_40.jpg,195,#84bbf2
s01e16_hiccups_41.jpg,200,#81b7ec
s01e16_hiccups_42.jpg,205,#83b8ed
s01e16_hiccups_43.jpg,210,#83b9ee
s01e16_hiccups_44.jpg,215,#83b9ef
s01e16_hiccups_45.jpg,220,#74c36c
s01e16_hiccups_46.jpg,225,#84bbf1
s01e16_hiccups_47.jpg,230,#84bbf0
s01e16_hiccups_48.jpg,235,#84b9f1
s01e16_hiccups_49.jpg,240,#7eb9e2
s01e16_hiccups_50.jpg,245,#84bbf3
s01e16_hiccups_51.jpg,250,#83baf0
s01e16_hiccups_52.jpg,255,#84bbf3
s01e16_hiccups_53.jpg,260,#83baf0
s01e16_hiccups_54.jpg,265,#82bae9
s01e16_hiccups_55.jpg,270,#82baeb
s01e16_hiccups_56.jpg,275,#82baeb
s01e16_hiccups_57.jpg,280,#74c36b
s01e16_hiccups_58.jpg,285,#6595d4
s01e16_hiccups_59.jpg,290,#6494d4
s01e16_hiccups_60.jpg,295,#6494d4
s01e16_hiccups_61.jpg,300,#6594da
s01e16_hiccups_62.jpg,305,#6594da
s01e17_picnic_1.jpg,0,#79afe9
s01e17_picnic_2.jpg,5,#84bbf2
s01e17_picnic_3.jpg,10,#81b9e6
s01e17_picnic_4.jpg,15,#84bbf2
s01e17_picnic_5.jpg,20,#85bbf1
s01e17_picnic_6.jpg,25,#81becc
s01e17_picnic_7.jpg,30,#81b8cd
s01e17_picnic_8.jpg,35,#80b9e6
s01e17_picnic_9.jpg,40,#81b9e6
s01e17_picnic_10.jpg,45,#c6b0e0
s01e17_picnic_11.jpg,50,#84b9ef
s01e17_picnic_12.jpg,55,#7cbaa6
s01e17_picnic_13.jpg,60,#84bbf3
s01e17_picnic_14.jpg,65,#7dbebc
s01e17_picnic_15.jpg,70,#82baeb
s01e17_picnic_16.jpg,75,#84bbf2
s01e17_picnic_17.jpg,80,#83b9e7
s01e17_picnic_18.jpg,85,#83b9e6
s01e17_picnic_19.jpg,90,#82baeb
s01e17_picnic_20.jpg,95,#83b9e6
s01e17_picnic_21.jpg,100,#84bbf3
s01e17_picnic_22.jpg,105,#7cb8dc
s01e17_picnic_23.jpg,110,#7db8dc
s01e17_picnic_24.jpg,115,#85baef
s01e17_picnic_25.jpg,120,#84baf1
s01e17_picnic_26.jpg,125,#85bbf2
s01e17_picnic_27.jpg,130,#7bbfa9
s01e17_picnic_28.jpg,135,#74c16a
s01e17_picnic_29.jpg,140,#84bbf3
s01e17_picnic_30.jpg,145,#74c16a
s01e17_picnic_31.jpg,150,#73c36b
s01e17_picnic_32.jpg,155,#7fb8e1
s01e17_picnic_33.jpg,160,#82b8e7
s01e17_picnic_34.jpg,165,#7dbeb7
s01e17_picnic_35.jpg,170,#85baf0
s01e17_picnic_36.jpg,175,#7ebcbf
s01e17_picnic_37.jpg,180,#84baf2
s01e17_picnic_38.jpg,185,#80b9e8
s01e17_picnic_39.jpg,190,#80b8e4
s01e17_picnic_40.jpg,195,#82b9ec
s01e17_picnic_41.jpg,200,#82baed
s01e17_picnic_42.jpg,205,#77c770
s01e17_picnic_43.jpg,210,#76c670
s01e17_picnic_44.jpg,215,#84baf1
s01e17_picnic_45.jpg,220,#84bbf2
s01e17_picnic_46.jpg,225,#7fbcc1
s01e17_picnic_47.jpg,230,#84baee
s01e17_picnic_48.jpg,235,#82b9e7
s01e17_picnic_49.jpg,240,#84bbf3
s01e17_picnic_50.jpg,245,#7fb8e5
s01e17_picnic_51.jpg,250,#7fb8e5
s01e17_picnic_52.jpg,255,#80b9e5
